parado,gedad,nforma3,prov
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
1,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
1,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
1,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est primarios o menos,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
1,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est primarios o menos,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
1,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
1,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
0,De 16 a 34,Est primarios o menos,Cuenca
0,De 35 a 54,Est primarios o menos,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
1,55 o más,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est primarios o menos,Cuenca
1,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
1,55 o más,Est primarios o menos,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est primarios o menos,Cuenca
1,55 o más,Est. Secundarios,Cuenca
1,De 16 a 34,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 16 a 34,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Universitarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,55 o más,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
1,De 35 a 54,Est. Secundarios,Cuenca
0,De 35 a 54,Est. Secundarios,Cuenca
